baseline_roi_absrel,boundary_absrel,boundary_delta1,boundary_rmse,class_name,global_absrel,global_delta1,global_rmse,image,roi_absrel,roi_absrel_improvement,roi_delta1,roi_rmse
0.7189395427703857,0.7285402417182922,0.1634114533662796,0.33756059408187866,mirror,0.7285402417182922,0.1634114533662796,0.33756059408187866,im0,0.7189395427703857,0.0,0.19389978051185608,0.3182474970817566
0.6999121308326721,0.7016727924346924,0.1549479216337204,0.3347112536430359,glass,0.7016727924346924,0.1549479216337204,0.3347112536430359,im1,0.6999121308326721,0.0,0.1742919385433197,0.3278467059135437
0.6950700879096985,0.7316229939460754,0.1640625,0.32401522994041443,mirror,0.7316229939460754,0.1640625,0.32401522994041443,im2,0.6950700879096985,0.0,0.1649269312620163,0.32625678181648254
